P1_Mass_Flow_Rate (kg/day),P2_Mass_Flow_Rate (kg/day),P3_Mass_Flow_Rate (kg/day),P4_Mass_Flow_Rate (kg/day),P5_Mass_Flow_Rate (kg/day),P6_Mass_Flow_Rate (kg/day),I1_Mass_Flow_Rate (kg/day),I2_Mass_Flow_Rate (kg/day),I3_Mass_Flow_Rate (kg/day),I4_Mass_Flow_Rate (kg/day),OrigUnscValue,Varied,Delta,PosDeltaRes,NegDeltaRes,SI
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,19201560,P5_Mass_Flow_Rate (kg/day),0.05,30484336.831019472,29031811.685301065,0.7564620508533717
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5333108,P6_Mass_Flow_Rate (kg/day),0.05,27905549.972733457,27500372.503279246,0.7597398542354856
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10229650,I1_Mass_Flow_Rate (kg/day),0.05,25514750.278916433,26030371.55271637,0.5040458606110054
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7585166,I2_Mass_Flow_Rate (kg/day),0.05,27138665.26681422,27549624.64795235,0.5417935232243183
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,16473100,I3_Mass_Flow_Rate (kg/day),0.05,30285920.464791927,31298411.108544648,0.6146327307869922
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,16167890,I4_Mass_Flow_Rate (kg/day),0.05,27673194.92203356,28550161.741838377,0.5424126585502607
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,15045060,P1_Mass_Flow_Rate (kg/day),0.05,26325776.37942725,25320129.37976665,0.6684233892457724
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3641546,P2_Mass_Flow_Rate (kg/day),0.05,23297251.579100776,23079546.840196177,0.5978360259752289
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11780710,P3_Mass_Flow_Rate (kg/day),0.05,25810607.498500045,25090934.75615386,0.6108908056867423
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5859025,P4_Mass_Flow_Rate (kg/day),0.05,24066151.352397416,23707985.40517076,0.6113063986357026
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11520930,P5_Mass_Flow_Rate (kg/day),0.05,21433698.727286365,20639646.558255725,0.6892257561070506
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10666210,P6_Mass_Flow_Rate (kg/day),0.05,23759332.12963508,22921373.039894987,0.7856202809996182
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10229650,I1_Mass_Flow_Rate (kg/day),0.05,21018596.279059622,21502307.057982247,0.47285173874240555
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10113550,I2_Mass_Flow_Rate (kg/day),0.05,21278890.015350357,21728197.787119064,0.44426316354663575
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,32946200,I3_Mass_Flow_Rate (kg/day),0.05,16992652.309686124,17956062.693804197,0.2924192726681902
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5389298,I4_Mass_Flow_Rate (kg/day),0.05,19998930.795267776,20245501.386766993,0.4575189412409869
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7522527,P1_Mass_Flow_Rate (kg/day),0.05,21077246.666549005,20558050.98332317,0.6901878627033613
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,9103863,P2_Mass_Flow_Rate (kg/day),0.05,21867000.990416333,21350850.587677542,0.5669575681650646
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3926905,P3_Mass_Flow_Rate (kg/day),0.05,19086582.124197893,18849748.09668052,0.6031060784953407
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5859027,P4_Mass_Flow_Rate (kg/day),0.05,17729711.277321383,17341693.311774503,0.6622566606142621
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11520930,P5_Mass_Flow_Rate (kg/day),0.05,15021080.695088662,14182400.98401898,0.7279618147750943
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10666210,P6_Mass_Flow_Rate (kg/day),0.05,16930877.261257004,16185856.498301644,0.6984868692397395
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,6819764,I1_Mass_Flow_Rate (kg/day),0.05,16045810.481122507,16325993.071072942,0.41083912867136585
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5056777,I2_Mass_Flow_Rate (kg/day),0.05,18578491.194245405,18802149.82026643,0.4422948174717292
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,21964140,I3_Mass_Flow_Rate (kg/day),0.05,18325760.4084925,19283385.59437925,0.43599484700368335
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10778600,I4_Mass_Flow_Rate (kg/day),0.05,19032880.70287215,19532148.711721595,0.4632030215885604
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,22567590,P1_Mass_Flow_Rate (kg/day),0.05,32019894.848669197,30305713.284485783,0.7595767045499382
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3641546,P2_Mass_Flow_Rate (kg/day),0.05,28157657.19883374,27933111.881079145,0.6166208466255718
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7853806,P3_Mass_Flow_Rate (kg/day),0.05,28182503.582419794,27684808.196116462,0.6336996181256981
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11718050,P4_Mass_Flow_Rate (kg/day),0.05,30430652.222825415,29708561.717343133,0.6162207069284416
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11520930,P5_Mass_Flow_Rate (kg/day),0.05,27292640.858504307,26456509.342476074,0.7257500184691973
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,8888512,P6_Mass_Flow_Rate (kg/day),0.05,28208017.781652518,27506467.471847787,0.7892775638990306
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,6819763,I1_Mass_Flow_Rate (kg/day),0.05,27322899.281608738,27689665.54226177,0.5377991297542654
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7585165,I2_Mass_Flow_Rate (kg/day),0.05,28849995.430120908,29274685.5133438,0.5598956426430963
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,16473100,I3_Mass_Flow_Rate (kg/day),0.05,31948686.879198506,32907230.71130857,0.5818843035676723
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10778600,I4_Mass_Flow_Rate (kg/day),0.05,32584403.688537005,33233561.08425895,0.6022650397286715
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,15045060,P1_Mass_Flow_Rate (kg/day),0.05,26325776.37942725,25320129.37976665,0.6684233892457724
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7283091,P2_Mass_Flow_Rate (kg/day),0.05,25529494.169606447,25110373.607337564,0.5754707201501161
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7853806,P3_Mass_Flow_Rate (kg/day),0.05,25348601.49624565,24872851.729522504,0.6057569625773094
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11718050,P4_Mass_Flow_Rate (kg/day),0.05,27784326.95974598,27023699.15471041,0.6491078336716198
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,19201560,P5_Mass_Flow_Rate (kg/day),0.05,30544353.663370326,29112785.799275454,0.74554768679986
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,8888514,P6_Mass_Flow_Rate (kg/day),0.05,30856233.88987522,30161661.701809585,0.7814266682435704
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3409881,I1_Mass_Flow_Rate (kg/day),0.05,31907991.50559042,32099788.67767949,0.5624746789963346
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,12641940,I2_Mass_Flow_Rate (kg/day),0.05,30390228.419379577,31053372.61230417,0.5245588833079359
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,16473100,I3_Mass_Flow_Rate (kg/day),0.05,33774225.64987024,34749250.99426156,0.5918894102453841
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,16167890,I4_Mass_Flow_Rate (kg/day),0.05,31270646.464632317,32140874.26179389,0.5382445063403893
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,22567590,P1_Mass_Flow_Rate (kg/day),0.05,32019894.848669197,30305713.284485783,0.7595767045499382
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5462319,P2_Mass_Flow_Rate (kg/day),0.05,29337925.62789332,28999855.55773583,0.6189130846394922
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3926904,P3_Mass_Flow_Rate (kg/day),0.05,26639198.59187771,26397954.433191195,0.6143367871649394
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11718050,P4_Mass_Flow_Rate (kg/day),0.05,29186000.815282516,28451967.66074474,0.6264123762381749
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11520940,P5_Mass_Flow_Rate (kg/day),0.05,26075027.650605988,25250650.48158798,0.7155467948084165
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5333105,P6_Mass_Flow_Rate (kg/day),0.05,24071146.30005363,23653248.742438752,0.7835914680376213
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3409881,I1_Mass_Flow_Rate (kg/day),0.05,25335561.154704936,25513917.271509364,0.5230567190011276
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,15170330,I2_Mass_Flow_Rate (kg/day),0.05,22651422.75584651,23347665.40508694,0.45895023327800166
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10982070,I3_Mass_Flow_Rate (kg/day),0.05,28947202.87317683,29564192.147871554,0.5618150992433322
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,8083947,I4_Mass_Flow_Rate (kg/day),0.05,30973153.984459672,31489068.042552322,0.6381957453365912
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11283790,P1_Mass_Flow_Rate (kg/day),0.05,23710178.87656187,22968143.707232203,0.6576116440749656
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7283091,P2_Mass_Flow_Rate (kg/day),0.05,23176119.23993429,22758914.948062863,0.5728395977359454
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11780710,P3_Mass_Flow_Rate (kg/day),0.05,25471443.146912716,24761254.045674518,0.6028406617582459
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,9765045,P4_Mass_Flow_Rate (kg/day),0.05,26357189.026181187,25719048.544806655,0.6534946652826812
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11520930,P5_Mass_Flow_Rate (kg/day),0.05,23416812.272912588,22604864.062289108,0.7047592604273096
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7110810,P6_Mass_Flow_Rate (kg/day),0.05,22887448.423663493,22323411.227181286,0.7932108950769429
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3409882,I1_Mass_Flow_Rate (kg/day),0.05,23950582.215808768,24125728.764185783,0.513644015766571
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10113550,I2_Mass_Flow_Rate (kg/day),0.05,23850736.409187283,24402644.92600276,0.5457119575376362
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,21964140,I3_Mass_Flow_Rate (kg/day),0.05,23803039.662764814,24999212.415237617,0.5446025897088632
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,13473250,I4_Mass_Flow_Rate (kg/day),0.05,23233319.43893709,23942413.435231823,0.5262976611394675
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7522524,P1_Mass_Flow_Rate (kg/day),0.05,21077246.752459798,20558048.894572016,0.6901910288192927
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5462318,P2_Mass_Flow_Rate (kg/day),0.05,19634528.37764294,19303308.81742898,0.6063718007885309
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11780700,P3_Mass_Flow_Rate (kg/day),0.05,22069495.668391235,21350055.94854187,0.6106935240260483
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,9765042,P4_Mass_Flow_Rate (kg/day),0.05,22995106.625247933,22335332.325886343,0.6756492182640794
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,23041860,P5_Mass_Flow_Rate (kg/day),0.05,28712870.867872585,27027871.149019733,0.7312776480947508
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,8888510,P6_Mass_Flow_Rate (kg/day),0.05,28822761.196636844,28104222.408063322,0.8083905947943155
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5114822,I1_Mass_Flow_Rate (kg/day),0.05,28839587.454016794,29103158.87582485,0.5153090797843142
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7585165,I2_Mass_Flow_Rate (kg/day),0.05,30205305.019817267,30611561.91453248,0.5355940110929852
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,32946200,I3_Mass_Flow_Rate (kg/day),0.05,23349860.859082706,25355947.960545015,0.6088978703044079
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,8083947,I4_Mass_Flow_Rate (kg/day),0.05,26653904.430301923,27095346.506919377,0.5460724527479623
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7522529,P1_Mass_Flow_Rate (kg/day),0.05,21077248.52822209,20558054.62510568,0.6901853128335065
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7283091,P2_Mass_Flow_Rate (kg/day),0.05,20771624.457564667,20342980.018825363,0.5885474158421246
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,9817259,P3_Mass_Flow_Rate (kg/day),0.05,21839368.653140046,21241724.394940984,0.6087689631077903
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7812035,P4_Mass_Flow_Rate (kg/day),0.05,21508388.86073953,20975604.227737993,0.6820049231749936
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,19201550,P5_Mass_Flow_Rate (kg/day),0.05,24417183.230603408,23043516.334825367,0.7153937550760441
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3555399,P6_Mass_Flow_Rate (kg/day),0.05,20462229.009056315,20194776.286880385,0.752243903359172
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5114823,I1_Mass_Flow_Rate (kg/day),0.05,20870846.43522645,21111056.374633253,0.46963490116236867
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7585166,I2_Mass_Flow_Rate (kg/day),0.05,22202982.19967405,22601693.318992585,0.5256458715847928
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,16473100,I3_Mass_Flow_Rate (kg/day),0.05,25115152.169889458,25988993.889813747,0.5304658624814332
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,13473250,I4_Mass_Flow_Rate (kg/day),0.05,24200781.70127359,24905944.34301724,0.5233797648998191
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,11283790,P1_Mass_Flow_Rate (kg/day),0.05,23710178.87656187,22968143.707232203,0.6576116440749656
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10924640,P2_Mass_Flow_Rate (kg/day),0.05,25312627.514070686,24706108.88724483,0.5551840855404427
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5890355,P3_Mass_Flow_Rate (kg/day),0.05,23699420.53588685,23346004.095692214,0.5999917495543758
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,5859026,P4_Mass_Flow_Rate (kg/day),0.05,22204368.813711952,21802690.803295583,0.6855713055657543
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,23041860,P5_Mass_Flow_Rate (kg/day),0.05,28153294.755196076,26438300.199010752,0.7442951897916764
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,3555403,P6_Mass_Flow_Rate (kg/day),0.05,23959944.46036776,23689789.31848544,0.759843938598023
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,8524704,I1_Mass_Flow_Rate (kg/day),0.05,22703179.449767318,23094070.543255456,0.4585391979453341
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,10113550,I2_Mass_Flow_Rate (kg/day),0.05,22861379.83392699,23331013.165096857,0.46436051749372476
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,27455170,I3_Mass_Flow_Rate (kg/day),0.05,20206202.8205202,21425456.28846469,0.44408884299186335
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,16167890,I4_Mass_Flow_Rate (kg/day),0.05,18702107.436869983,19393920.40180779,0.4278931666023248
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,18806320,P1_Mass_Flow_Rate (kg/day),0.05,29069993.94849844,27741320.020438123,0.706503945514229
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,9103864,P2_Mass_Flow_Rate (kg/day),0.05,29119055.922827903,28562490.805002246,0.6113504307903294
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7853806,P3_Mass_Flow_Rate (kg/day),0.05,28815843.955290228,28309835.397674177,0.644284513286999
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7812034,P4_Mass_Flow_Rate (kg/day),0.05,28564717.706599895,28054866.293830633,0.6526487375365516
15045060,7283091,7853806,7812035,15361250,7110818,6819765,10113550,21964140,10778600,7680623,P5_Mass_Flow_Rate (kg/day),0.05,22860511.330849472,22326246.81170898,0.6956004989966219
